Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1215789,,8.6,7.25,4.5,6.75,7.5,,,,,,3.0,N1,Ha Tinh
HT1210446,,7.8,7.25,7.75,6.75,7.75,,,,,,5.8,N1,Ha Tinh
HT1210432,,8.6,7.25,8.0,8.25,4.0,,,,,,4.6,N1,Ha Tinh
HT1210179,,5.8,7.25,,,,5.0,8.5,7.0,,,2.8,N1,Ha Tinh
HT1216578,,6.0,7.25,,,,3.75,5.75,6.25,,,7.2,N1,Ha Tinh
HT1216592,,7.0,7.25,,,,8.5,8.75,8.25,,,5.4,N1,Ha Tinh
HT1209894,,4.8,7.25,,,,9.25,8.75,6.75,,,3.6,N1,Ha Tinh
HT1216618,,4.4,7.25,,,,8.5,9.0,7.5,,,3.4,N1,Ha Tinh
HT1215850,,8.0,7.25,6.0,4.75,4.25,,,,,,6.6,N1,Ha Tinh
HT1215838,,7.2,7.25,5.0,6.75,7.5,,,,,,3.2,N1,Ha Tinh
HT1210330,,5.2,7.25,,,,5.25,8.0,9.0,,,3.6,N1,Ha Tinh
HT1215837,,6.0,7.25,,,,6.75,7.5,,,,6.6,N1,Ha Tinh
HT1216634,,6.4,7.25,6.75,5.5,6.5,,,,,,2.4,N1,Ha Tinh
HT1210462,,5.8,7.25,,,,3.75,6.0,5.75,,,6.2,N1,Ha Tinh
HT1215819,,6.2,7.25,,,,3.25,6.25,7.75,,,5.2,N1,Ha Tinh
HT1215816,,3.2,7.25,,,,3.25,4.75,8.25,,,3.0,N1,Ha Tinh
HT1210495,,5.0,7.25,,,,3.75,7.5,7.0,,,4.4,N1,Ha Tinh
HT1215815,,5.6,7.25,,,,7.0,7.0,9.0,,,3.2,N1,Ha Tinh
HT1215943,,5.4,7.25,,,,7.0,6.75,8.5,,,3.4,N1,Ha Tinh
HT1215976,,6.8,7.25,,,,6.5,7.25,7.75,,,4.4,N1,Ha Tinh
HT1216569,,3.8,7.25,,,,3.75,6.0,7.25,,,2.4,N1,Ha Tinh
HT1209917,,7.4,7.25,,,,5.5,6.25,9.0,,,5.2,N1,Ha Tinh
HT1210014,,6.2,7.25,,,,8.25,7.75,8.75,,,3.8,N1,Ha Tinh
HT1216480,,6.8,7.25,,,,5.75,5.75,7.5,,,3.0,N1,Ha Tinh
HT1216084,,7.4,7.25,,,,4.0,6.5,8.5,,,7.4,N1,Ha Tinh
HT1216049,,7.4,7.25,,,,4.0,6.0,8.5,,,2.4,N1,Ha Tinh
HT1210365,,4.0,7.25,,,,8.25,7.0,7.25,,,2.4,N1,Ha Tinh
HT1210369,,6.4,7.25,,,,4.0,6.5,6.75,,,2.8,N1,Ha Tinh
HT1210375,,5.4,7.25,,,,8.25,7.75,6.0,,,3.6,N1,Ha Tinh
HT1216521,,6.4,7.25,,,,7.0,8.25,9.0,,,6.0,N1,Ha Tinh
HT1209958,,4.6,7.25,,,,2.5,6.0,6.75,,,3.2,N1,Ha Tinh
HT1210382,,6.0,7.25,,,,5.25,6.0,7.75,,,4.2,N1,Ha Tinh
HT1216043,,4.6,7.25,,,,4.25,7.25,7.0,,,3.8,N1,Ha Tinh
HT1209942,,8.2,7.25,,,,3.75,5.25,7.0,,,8.8,N1,Ha Tinh
HT1216002,,8.8,7.25,,,,4.25,6.25,8.25,,,8.4,N3,Ha Tinh
HT1215996,,7.6,7.25,4.0,4.5,6.75,,,,,,7.2,N1,Ha Tinh
HT1216551,,7.6,7.25,,,,6.75,7.5,8.5,,,5.8,N1,Ha Tinh
HT1210291,,6.0,7.25,,,,3.25,5.75,5.75,,,3.0,N1,Ha Tinh
HT1211292,,7.0,7.25,,,,4.5,9.0,8.25,,,3.0,N1,Ha Tinh
HT1210890,,4.8,7.25,,,,6.5,8.25,8.0,,,5.2,N1,Ha Tinh
HT1212216,,7.4,7.25,,,,7.75,7.25,8.5,,,7.0,N1,Ha Tinh
HT1213680,,7.4,7.25,,,,7.0,6.0,8.5,,,5.0,N1,Ha Tinh
HT1212243,,8.6,7.25,7.25,6.25,6.5,,,,,,4.2,N1,Ha Tinh
HT1212272,,5.6,7.25,,,,3.5,5.75,6.5,,,5.6,N1,Ha Tinh
HT1212273,,5.8,7.25,,,,5.0,6.75,6.75,,,4.2,N1,Ha Tinh
HT1212280,,3.4,7.25,,,,4.0,6.5,7.0,,,4.2,N1,Ha Tinh
HT1213678,,5.8,7.25,,,,8.0,7.75,8.25,,,4.0,N1,Ha Tinh
HT1213639,,7.8,7.25,7.25,3.0,4.5,,,,,,7.8,N1,Ha Tinh
HT1213630,,5.0,7.25,,,,2.75,7.0,8.5,,,4.4,N1,Ha Tinh
HT1213608,,6.8,7.25,,,,8.0,8.75,9.25,,,3.8,N1,Ha Tinh
HT1212327,,6.8,7.25,,,,5.5,6.0,8.0,,,3.4,N1,Ha Tinh
HT1212331,,7.0,7.25,2.75,4.0,4.5,,,,,,3.6,N1,Ha Tinh
HT1212341,,8.6,7.25,,,,5.5,7.75,9.0,,,7.0,N1,Ha Tinh
HT1212380,,4.8,7.25,,,,4.75,7.25,6.75,,,4.2,N1,Ha Tinh
HT1213572,,6.8,7.25,,,,5.5,7.5,8.5,,,2.4,N1,Ha Tinh
HT1212386,,3.6,7.25,,,,6.75,6.75,7.25,,,2.4,N1,Ha Tinh
HT1212421,,6.8,7.25,5.0,3.75,5.0,,,,,,5.2,N1,Ha Tinh
HT1213536,,6.4,7.25,5.25,6.0,4.5,,,,,,3.0,N1,Ha Tinh
HT1212424,,6.8,7.25,5.25,5.0,5.25,,,,,,5.8,N1,Ha Tinh
HT1213512,,6.6,7.25,,,,5.0,6.0,8.5,,,3.6,N1,Ha Tinh
HT1213500,,7.8,7.25,,,,5.0,8.0,7.5,,,8.8,N1,Ha Tinh
HT1212432,,7.4,7.25,,,,5.25,6.25,8.75,,,7.0,N1,Ha Tinh
HT1213688,,5.8,7.25,,,,7.25,7.0,8.5,,,3.8,N1,Ha Tinh
HT1212174,,5.6,7.25,,,,2.5,6.0,6.0,,,1.6,N1,Ha Tinh
HT1213481,,5.8,7.25,,,,5.25,6.75,6.5,,,3.8,N1,Ha Tinh
HT1213753,,4.6,7.25,,,,3.5,5.25,6.75,,,3.6,N1,Ha Tinh
HT1211968,,6.6,7.25,,,,7.0,6.75,9.0,,,6.6,N1,Ha Tinh
HT1214043,,7.6,7.25,,,,6.75,7.5,9.25,,,4.6,N1,Ha Tinh
HT1211978,,7.4,7.25,,,,5.5,6.75,8.25,,,7.6,N1,Ha Tinh
HT1211989,,7.4,7.25,,,,,,,,,6.4,N1,Ha Tinh
HT1212000,,,7.25,,,,8.75,8.5,,,,,,Ha Tinh
HT1213981,,9.2,7.25,7.25,9.0,3.25,,,,,,6.6,N1,Ha Tinh
HT1212005,,7.8,7.25,5.75,7.25,3.25,,,,,,3.4,N1,Ha Tinh
HT1212015,,8.0,7.25,7.5,7.0,4.5,,,,,,6.2,N1,Ha Tinh
HT1213975,,7.4,7.25,,,,6.0,9.25,8.5,,,9.0,N1,Ha Tinh
HT1213961,,8.0,7.25,7.25,6.5,3.5,,,,,,3.6,N1,Ha Tinh
HT1213934,,7.2,7.25,5.0,7.5,7.75,,,,,,5.6,N1,Ha Tinh
HT1213919,,3.8,7.25,,,,2.5,5.75,7.0,,,3.4,N1,Ha Tinh
HT1213916,,5.2,7.25,,,,6.25,6.25,8.75,,,3.0,N1,Ha Tinh
HT1212077,,6.6,7.25,,,,6.25,7.75,9.25,,,4.4,N1,Ha Tinh
HT1213874,,5.8,7.25,,,,4.75,5.75,8.25,,,3.0,N1,Ha Tinh
HT1213836,,,7.25,,,,4.0,7.25,,,,,,Ha Tinh
HT1212122,,6.2,7.25,,,,5.0,6.75,8.75,,,3.0,N1,Ha Tinh
HT1212133,,7.4,7.25,,,,4.25,6.5,8.5,,,6.6,N1,Ha Tinh
HT1212165,,5.0,7.25,,,,4.5,6.0,5.75,,,2.8,N1,Ha Tinh
HT1213808,,4.8,7.25,,,,4.25,6.0,8.0,,,2.8,N1,Ha Tinh
HT1213791,,8.4,7.25,6.75,7.5,5.5,,,,,,4.6,N1,Ha Tinh
HT1213489,,9.2,7.25,8.5,7.5,4.25,,,,,,3.8,N1,Ha Tinh
HT1213425,,5.4,7.25,,,,6.0,7.75,9.25,,,6.8,N1,Ha Tinh
HT1214120,,8.6,7.25,5.25,7.0,4.5,,,,,,4.6,N1,Ha Tinh
HT1213132,,6.4,7.25,,,,6.25,7.5,8.0,,,4.4,N1,Ha Tinh
HT1212696,,5.8,7.25,3.5,5.25,4.75,,,,,,3.2,N1,Ha Tinh
HT1213119,,6.8,7.25,,,,4.5,6.75,6.5,,,4.4,N1,Ha Tinh
HT1213118,,8.2,7.25,8.0,7.25,4.75,,,,,,5.8,N1,Ha Tinh
HT1212720,,5.6,7.25,,,,5.5,8.0,7.5,,,3.2,N1,Ha Tinh
HT1212722,,5.4,7.25,,,,6.0,7.75,9.0,,,3.6,N1,Ha Tinh
HT1212736,,6.2,7.25,4.75,5.75,3.25,,,,,,3.0,N1,Ha Tinh
HT1212760,,5.0,7.25,,,,2.5,4.0,5.5,,,2.6,N1,Ha Tinh
HT1213091,,4.2,7.25,,,,4.0,6.25,8.0,,,2.2,N1,Ha Tinh
HT1213090,,7.0,7.25,,,,6.0,7.25,7.5,,,7.6,N1,Ha Tinh
HT1212771,,5.2,7.25,,,,3.75,7.25,7.5,,,2.8,N1,Ha Tinh
HT1213087,,6.6,7.25,,,,5.75,6.75,8.5,,,3.8,N1,Ha Tinh
HT1212786,,5.0,7.25,,,,2.0,6.5,7.5,,,3.0,N1,Ha Tinh
HT1213061,,4.4,7.25,,,,4.5,6.0,6.25,,,2.0,N1,Ha Tinh
HT1213049,,7.8,7.25,,,,6.25,5.5,7.0,,,5.8,N1,Ha Tinh
HT1213048,,6.8,7.25,,,,5.5,6.25,8.25,,,8.0,N1,Ha Tinh
HT1213018,,5.4,7.25,,,,7.25,8.25,9.25,,,3.8,N1,Ha Tinh
HT1212809,,5.8,7.25,,,,6.25,7.0,7.75,,,2.8,N1,Ha Tinh
HT1212987,,4.2,7.25,,,,5.25,5.25,8.5,,,2.4,N1,Ha Tinh
HT1212975,,5.0,7.25,,,,6.25,6.25,8.75,,,3.8,N1,Ha Tinh
HT1212950,,5.6,7.25,,,,6.5,7.5,9.5,,,4.6,N1,Ha Tinh
HT1212946,,6.8,7.25,,,,5.0,7.5,8.25,,,4.4,N1,Ha Tinh
HT1213123,,6.0,7.25,,,,5.0,7.25,7.0,,,2.2,N1,Ha Tinh
HT1213137,,7.8,7.25,7.25,7.0,4.75,,,,,,6.0,N1,Ha Tinh
HT1213414,,3.8,7.25,,,,2.25,5.75,7.75,,,3.0,N1,Ha Tinh
HT1213141,,6.0,7.25,,,,7.25,7.75,8.0,,,4.8,N1,Ha Tinh
HT1212484,,7.0,7.25,3.5,7.0,6.75,,,,,,3.8,N1,Ha Tinh
HT1212493,,7.6,7.25,7.0,5.25,3.25,,,,,,5.4,N1,Ha Tinh
HT1213413,,6.2,7.25,,,,3.5,6.0,8.75,,,4.8,N1,Ha Tinh
HT1212521,,7.8,7.25,4.0,6.0,7.5,,,,,,3.6,N1,Ha Tinh
HT1213353,,7.8,7.25,,,,2.25,6.25,7.0,,,4.4,N1,Ha Tinh
HT1213333,,5.2,7.25,,,,3.0,6.75,8.0,,,4.0,N1,Ha Tinh
HT1212560,,7.2,7.25,,,,3.25,7.0,8.0,,,6.0,N1,Ha Tinh
HT1212562,,4.0,7.25,,,,4.25,6.0,6.0,,,2.4,N1,Ha Tinh
HT1213311,,4.8,7.25,,,,9.25,8.75,7.25,,,3.0,N1,Ha Tinh
HT1212569,,7.2,7.25,,,,5.75,6.75,7.75,,,8.0,N1,Ha Tinh
HT1213291,,4.8,7.25,,,,5.0,6.75,7.25,,,2.2,N1,Ha Tinh
HT1212577,,7.6,7.25,5.5,5.75,4.5,,,,,,4.6,N1,Ha Tinh
HT1213287,,6.0,7.25,,,,4.25,5.0,5.5,,,5.4,N1,Ha Tinh
HT1212590,,7.0,7.25,7.5,5.5,5.75,,,,,,3.4,N1,Ha Tinh
HT1213275,,5.6,7.25,,,,7.75,7.5,7.75,,,4.8,N1,Ha Tinh
HT1213197,,8.4,7.25,7.75,7.75,3.5,,,,,,5.6,N1,Ha Tinh
HT1213194,,5.6,7.25,,,,4.75,6.75,7.0,,,3.2,N1,Ha Tinh
HT1212602,,6.2,7.25,,,,7.75,9.25,9.0,,,6.0,N1,Ha Tinh
HT1212603,,7.0,7.25,6.75,5.5,3.75,,,,,,4.2,N1,Ha Tinh
HT1212607,,6.2,7.25,,,,4.25,7.0,8.25,,,4.6,N1,Ha Tinh
HT1212643,,5.0,7.25,,,,4.0,5.0,6.5,,,3.2,N1,Ha Tinh
HT1211964,,5.2,7.25,,,,3.75,5.5,7.0,,,3.0,N1,Ha Tinh
HT1214136,,5.8,7.25,,,,4.0,6.0,7.5,,,2.6,N1,Ha Tinh
HT1215453,,2.0,7.25,,,,4.25,5.5,6.5,,,2.4,N1,Ha Tinh
HT1215114,,4.6,7.25,,,,5.5,6.75,8.0,,,3.8,N1,Ha Tinh
HT1215099,,6.8,7.25,,,,5.75,7.5,8.25,,,4.4,N1,Ha Tinh
HT1215087,,7.8,7.25,,,,6.25,7.5,9.0,,,9.4,N1,Ha Tinh
HT1211253,,7.2,7.25,,,,7.75,7.0,9.25,,,5.2,N1,Ha Tinh
HT1215005,,7.2,7.25,8.25,3.75,4.75,,,,,,9.0,N1,Ha Tinh
HT1214990,,4.8,7.25,,,,8.0,9.0,9.25,,,2.8,N1,Ha Tinh
HT1214967,,5.0,7.25,,,,3.0,4.0,7.0,,,3.6,N1,Ha Tinh
HT1214961,,7.8,7.25,8.0,6.75,5.75,,,,,,4.8,N1,Ha Tinh
HT1214948,,3.0,7.25,,,,5.5,5.5,7.0,,,2.0,N1,Ha Tinh
HT1211284,,6.8,7.25,,,,6.5,6.25,7.25,,,4.0,N1,Ha Tinh
HT1211287,,4.4,7.25,,,,6.5,7.25,8.25,,,3.8,N1,Ha Tinh
HT1214944,,7.0,7.25,,,,4.25,7.25,8.75,,,6.4,N1,Ha Tinh
HT1214933,,7.6,7.25,,,,5.5,7.5,8.25,,,8.0,N1,Ha Tinh
HT1214905,,5.6,7.25,,,,4.5,6.0,7.75,,,4.2,N1,Ha Tinh
HT1214884,,5.0,7.25,,,,,,,,,4.0,N1,Ha Tinh
HT1214881,,5.4,7.25,,,,3.0,6.0,7.25,,,2.8,N1,Ha Tinh
HT1211326,,4.8,7.25,,,,6.0,5.75,7.75,,,2.8,N1,Ha Tinh
HT1211327,,8.6,7.25,7.25,7.75,4.25,,,,,,3.0,N1,Ha Tinh
HT1214867,,7.2,7.25,7.75,4.0,3.0,,,,,,8.8,N1,Ha Tinh
HT1211356,,5.8,7.25,,,,6.25,6.75,8.5,,,4.2,N1,Ha Tinh
HT1214864,,6.4,7.25,,,,6.0,7.75,9.5,,,4.8,N1,Ha Tinh
HT1214861,,6.0,7.25,,,,4.5,7.5,8.75,,,3.2,N1,Ha Tinh
HT1215108,,5.6,7.25,,,,3.75,7.25,8.5,,,2.8,N1,Ha Tinh
HT1211205,,7.6,7.25,6.5,6.25,7.25,,,,,,5.6,N1,Ha Tinh
HT1211420,,4.6,7.25,,,,5.0,6.25,8.0,,,3.6,N1,Ha Tinh
HT1215178,,6.0,7.25,,,,7.5,8.25,8.25,,,4.8,N1,Ha Tinh
HT1215448,,6.4,7.25,,,,4.0,7.25,9.0,,,3.4,N1,Ha Tinh
HT1210920,,7.4,7.25,,,,7.0,7.5,9.25,,,5.4,N1,Ha Tinh
HT1215434,,8.2,7.25,7.25,7.0,5.25,,,,,,4.2,N1,Ha Tinh
HT1210934,,4.8,7.25,,,,5.0,6.0,7.75,,,3.8,N1,Ha Tinh
HT1210949,,5.8,7.25,,,,5.5,7.5,9.25,,,4.2,N1,Ha Tinh
HT1215339,,4.4,7.25,,,,2.0,7.5,9.0,,,2.4,N1,Ha Tinh
HT1210978,,6.2,7.25,,,,5.25,7.0,8.5,,,4.4,N1,Ha Tinh
HT1215247,,4.2,7.25,,,,5.75,7.25,9.0,,,3.4,N1,Ha Tinh
HT1215243,,3.6,7.25,,,,4.5,5.75,7.5,,,3.4,N1,Ha Tinh
HT1215223,,4.2,7.25,,,,8.5,8.5,8.0,,,3.4,N1,Ha Tinh
HT1211112,,3.8,7.25,,,,3.0,6.5,7.25,,,2.6,N1,Ha Tinh
HT1215220,,7.8,7.25,,,,6.25,7.25,7.75,,,5.6,N1,Ha Tinh
HT1211122,,6.2,7.25,,,,4.75,6.25,8.5,,,3.2,N1,Ha Tinh
HT1211126,,7.4,7.25,,,,9.75,6.75,,,,,,Ha Tinh
HT1215204,,6.6,7.25,,,,4.75,5.75,7.25,,,3.4,N1,Ha Tinh
HT1211137,,5.2,7.25,,,,5.25,5.75,7.5,,,2.6,N1,Ha Tinh
HT1211140,,3.8,7.25,,,,8.75,9.5,8.25,,,2.2,N1,Ha Tinh
HT1211162,,3.6,7.25,,,,6.75,7.25,7.0,,,3.4,N1,Ha Tinh
HT1211177,,6.0,7.25,,,,4.5,5.5,6.5,,,3.4,N1,Ha Tinh
HT1215191,,3.8,7.25,,,,4.5,6.0,7.5,,,2.4,N1,Ha Tinh
HT1215185,,6.2,7.25,5.0,6.25,4.5,,,,,,6.0,N1,Ha Tinh
HT1214793,,5.6,7.25,,,,5.25,8.0,7.25,,,5.6,N4,Ha Tinh
HT1211435,,6.2,7.25,,,,5.25,7.75,8.5,,,3.6,N1,Ha Tinh
HT1214144,,5.4,7.25,,,,2.75,6.0,7.25,,,2.2,N1,Ha Tinh
HT1211681,,6.6,7.25,,,,5.75,7.25,8.0,,,4.4,N1,Ha Tinh
HT1211704,,7.4,7.25,,,,3.75,4.5,7.5,,,6.0,N1,Ha Tinh
HT1211718,,5.0,7.25,,,,5.5,6.5,5.5,,,3.6,N1,Ha Tinh
HT1214444,,4.4,7.25,,,,5.5,7.75,7.75,,,4.0,N1,Ha Tinh
HT1211739,,6.6,7.25,,,,2.75,6.5,6.0,,,6.0,N1,Ha Tinh
HT1211763,,6.4,7.25,,,,7.0,6.25,9.0,,,4.8,N1,Ha Tinh
HT1211777,,8.0,7.25,,,,3.0,6.5,7.0,,,8.8,N3,Ha Tinh
HT1211791,,6.6,7.25,,,,5.25,6.75,9.0,,,3.4,N1,Ha Tinh
HT1211805,,4.4,7.25,,,,8.0,9.0,9.0,,,3.8,N1,Ha Tinh
HT1214380,,3.8,7.25,,,,3.5,5.75,8.25,,,3.2,N1,Ha Tinh
HT1211828,,3.8,7.25,,,,6.0,7.75,6.5,,,4.0,N1,Ha Tinh
HT1211845,,7.8,7.25,,,,4.0,6.5,8.25,,,5.4,N1,Ha Tinh
HT1211848,,8.4,7.25,7.75,8.5,5.5,,,,,,2.2,N1,Ha Tinh
HT1214317,,5.8,7.25,,,,4.5,6.75,9.0,,,5.6,N1,Ha Tinh
HT1214271,,5.8,7.25,,,,4.25,7.0,7.75,,,2.2,N1,Ha Tinh
HT1211907,,5.8,7.25,4.0,3.5,5.0,,,,,,3.6,N1,Ha Tinh
HT1214239,,6.0,7.25,,,,,,,,,5.0,N1,Ha Tinh
HT1211910,,4.6,7.25,,,,4.0,5.75,8.0,,,2.8,N1,Ha Tinh
HT1214182,,6.0,7.25,,,,4.0,7.5,8.25,,,3.8,N1,Ha Tinh
HT1214171,,7.0,7.25,,,,4.25,7.0,8.5,,,7.4,N1,Ha Tinh
HT1214165,,8.4,7.25,,,,5.0,5.75,7.25,,,8.0,N3,Ha Tinh
HT1214155,,8.0,7.25,7.0,7.25,3.25,,,,,,2.6,N1,Ha Tinh
HT1214542,,5.6,7.25,,,,3.25,7.0,7.5,,,7.6,N1,Ha Tinh
HT1211654,,7.8,7.25,,,,5.25,7.75,8.75,,,3.8,N1,Ha Tinh
HT1214740,,5.4,7.25,,,,8.5,9.5,9.0,,,3.4,N1,Ha Tinh
HT1211644,,5.6,7.25,,,,7.75,8.0,7.5,,,2.8,N1,Ha Tinh
HT1214730,,3.8,7.25,,,,4.5,6.25,7.25,,,3.8,N1,Ha Tinh
HT1211476,,7.2,7.25,6.25,6.0,4.75,,,,,,5.0,N1,Ha Tinh
HT1211486,,5.8,7.25,4.25,3.75,4.5,,,,,,4.8,N1,Ha Tinh
HT1211497,,6.6,7.25,,,,5.25,6.75,6.25,,,3.2,N1,Ha Tinh
HT1214715,,5.8,7.25,,,,6.25,6.5,8.25,,,2.6,N1,Ha Tinh
HT1214700,,7.0,7.25,,,,5.25,7.0,7.25,,,2.4,N1,Ha Tinh
HT1214692,,5.4,7.25,,,,8.25,7.5,8.0,,,4.6,N1,Ha Tinh
HT1214683,,5.4,7.25,,,,4.0,6.0,8.25,,,3.4,N1,Ha Tinh
HT1211550,,7.0,7.25,,,,7.75,8.5,8.75,,,4.6,N1,Ha Tinh
HT1214666,,5.2,7.25,,,,5.75,7.5,8.25,,,2.8,N1,Ha Tinh
HT1214654,,7.0,7.25,,,,7.0,6.75,8.0,,,4.0,N1,Ha Tinh
HT1211580,,7.2,7.25,,,,4.25,6.75,7.25,,,4.2,N1,Ha Tinh
HT1214640,,8.2,7.25,3.25,8.5,7.5,,,,,,5.4,N1,Ha Tinh
HT1214602,,5.4,7.25,,,,4.75,6.5,9.0,,,2.2,N1,Ha Tinh
HT1211607,,6.4,7.25,,,,5.0,6.0,6.75,,,6.6,N1,Ha Tinh
HT1214590,,5.4,7.25,,,,5.75,8.0,8.5,,,3.6,N1,Ha Tinh
HT1214582,,5.4,7.25,,,,5.25,4.75,7.0,,,9.4,N1,Ha Tinh
HT1214573,,7.4,7.25,,,,5.25,7.5,8.0,,,5.6,N1,Ha Tinh
HT1211625,,7.2,7.25,,,,8.0,7.0,8.25,,,3.8,N1,Ha Tinh
HT1211631,,6.6,7.25,,,,4.25,7.0,7.0,,,7.6,N1,Ha Tinh
HT1214564,,6.2,7.25,3.5,5.75,5.75,,,,,,3.6,N1,Ha Tinh
HT1209670,,5.4,7.25,,,,3.75,6.5,8.25,,,7.2,N1,Ha Tinh
HT1212661,,8.0,7.25,7.25,5.75,4.25,,,,,,4.4,N1,Ha Tinh
HT1208516,,7.0,7.25,,,,5.0,6.75,7.75,,,5.2,N1,Ha Tinh
HT1209089,,6.2,7.25,5.25,5.25,4.25,4.0,5.25,8.0,,,4.8,N1,Ha Tinh
HT1208793,,7.0,7.25,,,,3.25,6.0,8.25,,,4.0,N1,Ha Tinh
HT1209254,,6.0,7.25,,,,6.25,8.25,6.0,,,4.2,N1,Ha Tinh
HT1208490,,6.2,7.25,,,,3.5,6.5,6.5,,,3.2,N1,Ha Tinh
HT1209638,,7.0,7.25,6.25,4.75,4.25,,,,,,5.4,N1,Ha Tinh
HT1209409,,5.8,7.25,,,,8.0,6.75,9.5,,,6.8,N1,Ha Tinh
HT1209097,,6.6,7.25,,,,4.5,7.0,8.0,,,7.4,N1,Ha Tinh
HT1208622,,6.6,7.25,,,,4.75,6.25,8.25,,,5.6,N1,Ha Tinh
HT1208947,,5.0,7.25,,,,3.0,6.5,5.75,,,3.8,N1,Ha Tinh
HT1209489,,7.4,7.25,,,,6.25,7.25,9.0,,,7.2,N1,Ha Tinh
HT1208931,,5.4,7.25,,,,5.25,6.25,7.75,,,3.6,N1,Ha Tinh
HT1209301,,2.6,7.25,,,,4.0,7.0,8.25,,,2.8,N1,Ha Tinh
HT1209059,,4.0,7.25,,,,3.75,4.75,8.5,,,2.6,N1,Ha Tinh
HT1209485,,6.6,7.25,,,,3.75,5.75,7.0,,,4.8,N1,Ha Tinh
HT1209563,,5.4,7.25,,,,5.5,7.75,9.75,,,4.2,N1,Ha Tinh
HT1209108,,6.2,7.25,,,,5.0,6.25,7.5,,,4.8,N1,Ha Tinh
HT1209594,,6.2,7.25,,,,7.5,7.5,8.75,,,5.6,N1,Ha Tinh
HT1208501,,7.0,7.25,5.5,7.25,6.25,,,,,,4.0,N1,Ha Tinh
HT1208612,,5.4,7.25,6.0,4.25,4.5,,,,,,2.6,N1,Ha Tinh
HT1209121,,8.2,7.25,,,,4.25,6.25,7.5,,,4.2,N1,Ha Tinh
HT1209628,,8.2,7.25,5.5,6.25,7.0,,,,,,4.2,N1,Ha Tinh
HT1208826,,9.6,7.25,9.0,5.75,4.25,,,,,,8.6,N1,Ha Tinh
HT1209143,,5.6,7.25,,,,5.75,8.5,8.75,,,4.6,N1,Ha Tinh
HT1209513,,4.8,7.25,,,,7.0,7.25,9.0,,,2.4,N1,Ha Tinh
HT1209605,,5.0,7.25,,,,3.25,6.25,8.5,,,2.6,N1,Ha Tinh
HT1208531,,6.8,7.25,,,,4.5,5.75,4.75,,,6.4,N1,Ha Tinh
HT1209210,,7.0,7.25,5.5,4.25,4.0,,,,,,3.8,N1,Ha Tinh
HT1208862,,6.4,7.25,,,,3.5,7.0,8.0,,,2.4,N1,Ha Tinh
HT1208631,,4.2,7.25,,,,4.5,7.5,8.25,,,2.8,N1,Ha Tinh
HT1209200,,7.0,7.25,6.0,6.0,4.75,,,,,,4.6,N1,Ha Tinh
HT1208853,,7.4,7.25,,,,6.5,7.25,7.5,,,6.6,N1,Ha Tinh
HT1208855,,6.0,7.25,7.5,6.25,5.0,,,,,,4.6,N1,Ha Tinh
HT1208469,,6.8,7.25,3.5,3.75,6.25,,,,,,3.0,N1,Ha Tinh
HT1209168,,3.0,7.25,,,,3.0,6.0,6.75,,,3.4,N1,Ha Tinh
HT1209014,,3.4,7.25,,,,4.5,6.5,7.25,,,3.8,N1,Ha Tinh
HT1209382,,6.0,7.25,,,,6.0,6.5,8.5,,,2.8,N1,Ha Tinh
HT1209000,,3.8,7.25,,,,2.75,5.5,8.5,,,2.6,N1,Ha Tinh
HT1209326,,6.2,7.25,,,,7.75,7.75,9.0,,,4.4,N1,Ha Tinh
HT1208450,,4.8,7.25,,,,3.25,8.75,8.75,,,5.0,N1,Ha Tinh
HT1208671,,5.2,7.25,,,,5.0,7.25,8.25,,,2.0,N1,Ha Tinh
HT1209029,,6.2,7.25,,,,5.0,6.75,6.5,,,2.0,N1,Ha Tinh
HT1209472,,7.4,7.25,,,,6.5,7.75,8.75,,,5.4,N1,Ha Tinh
HT1209580,,6.2,7.25,,,,9.25,8.75,7.0,,,2.8,N1,Ha Tinh
HT1208566,,8.6,7.25,6.75,7.0,6.0,,,,,,5.6,N1,Ha Tinh
HT1209021,,7.0,7.25,,,,3.75,6.5,7.75,,,5.8,N1,Ha Tinh
HT1216446,,6.8,7.17,,,,4.75,7.0,7.25,,,4.4,N1,Ha Tinh
HT1211936,,5.4,7.16,,,,4.5,5.0,4.5,,,3.8,N1,Ha Tinh
HT1211587,,7.6,7.01,5.0,7.75,8.0,,,,,,4.6,N1,Ha Tinh
HT1214368,,7.0,7.0,,,,6.0,6.75,7.75,,,2.8,N1,Ha Tinh
HT1214394,,4.2,7.0,,,,5.0,6.5,8.25,,,3.0,N1,Ha Tinh
HT1214371,,4.6,7.0,,,,3.5,5.0,7.0,,,2.6,N1,Ha Tinh
HT1210450,,6.2,7.0,,,,5.25,7.75,8.25,,,4.4,N1,Ha Tinh
HT1214357,,,7.0,,,,8.5,8.5,7.5,,,,,Ha Tinh
HT1213902,,5.2,7.0,,,,4.0,6.0,8.5,,,3.2,N1,Ha Tinh
HT1214354,,7.0,7.0,3.0,3.75,5.5,,,,,,3.0,N1,Ha Tinh
HT1213748,,6.2,7.0,,,,1.5,4.0,6.75,,,2.6,N1,Ha Tinh
