Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1207732,,8.2,7.0,5.25,8.75,8.25,,,,,,3.0,N1,Ha Tinh
HT1206726,,3.8,7.0,,,,3.5,5.25,8.25,,,3.6,N1,Ha Tinh
HT1201002,,4.6,7.0,,,,9.0,9.75,8.0,,,2.8,N1,Ha Tinh
HT1201684,,5.0,7.0,,,,4.25,6.5,7.0,,,3.2,N1,Ha Tinh
HT1201686,,4.2,7.0,,,,6.25,8.25,7.5,,,4.6,N1,Ha Tinh
HT1203663,,4.8,7.0,,,,6.25,7.5,9.75,,,2.8,N1,Ha Tinh
HT1203051,,5.2,7.0,,,,2.75,6.75,8.0,,,4.8,N1,Ha Tinh
HT1206305,,5.8,7.0,,,,4.75,5.75,8.0,,,3.8,N1,Ha Tinh
HT1201690,,5.8,7.0,6.25,4.25,6.0,,,,,,3.0,N1,Ha Tinh
HT1205858,,9.0,7.0,8.5,8.5,6.25,,,,,,4.6,N1,Ha Tinh
HT1200996,,5.2,7.0,,,,5.5,7.5,8.75,,,3.0,N1,Ha Tinh
HT1203667,,5.4,7.0,,,,7.0,7.0,8.75,,,3.4,N1,Ha Tinh
HT1201695,,7.6,7.0,3.25,4.5,3.75,,,,,,3.0,N1,Ha Tinh
HT1208366,,7.4,7.0,7.5,6.5,4.0,,,,,,3.6,N1,Ha Tinh
HT1201700,,4.0,7.0,,,,4.25,6.75,7.75,,,3.4,N1,Ha Tinh
HT1205364,,7.6,7.0,,,,4.25,6.25,8.25,,,6.6,N1,Ha Tinh
HT1205845,,6.6,7.0,,,,5.0,6.5,6.75,,,3.2,N1,Ha Tinh
HT1200390,,4.2,7.0,,,,5.25,7.75,8.25,,,2.4,N1,Ha Tinh
HT1203043,,8.4,7.0,6.25,6.5,4.25,,,,,,7.6,N1,Ha Tinh
HT1204141,,5.8,7.0,,,,6.0,8.75,8.25,,,3.0,N1,Ha Tinh
HT1206322,,7.2,7.0,,,,7.25,8.5,8.25,,,3.4,N1,Ha Tinh
HT1205839,,5.6,7.0,,,,6.5,8.0,8.0,,,5.6,N1,Ha Tinh
HT1203704,,5.6,7.0,,,,6.25,7.75,8.75,,,4.2,N1,Ha Tinh
HT1207297,,7.2,7.0,7.0,5.75,5.5,,,,,,4.4,N1,Ha Tinh
HT1207947,,5.2,7.0,,,,4.25,5.5,8.25,,,3.6,N1,Ha Tinh
HT1200382,,6.0,7.0,6.25,6.25,3.75,,,,,,4.2,N1,Ha Tinh
HT1206714,,6.8,7.0,6.0,7.75,6.0,,,,,,5.6,N1,Ha Tinh
HT1200383,,6.6,7.0,,,,5.5,9.0,8.5,,,3.2,N1,Ha Tinh
HT1203699,,4.4,7.0,,,,3.5,6.25,6.25,,,3.6,N1,Ha Tinh
HT1200066,,6.0,7.0,,,,4.75,5.75,8.5,,,4.2,N1,Ha Tinh
HT1200736,,5.6,7.0,,,,7.0,7.0,9.0,,,2.4,N1,Ha Tinh
HT1203692,,8.0,7.0,5.0,6.75,5.75,,,,,,4.8,N1,Ha Tinh
HT1207272,,5.8,7.0,4.25,3.0,4.75,,,,,,3.8,N1,Ha Tinh
HT1200575,,6.2,7.0,,,,3.25,6.0,8.0,,,6.2,N1,Ha Tinh
HT1204781,,6.4,7.0,,,,6.0,8.75,8.75,,,5.0,N1,Ha Tinh
HT1201661,,5.2,7.0,,,,5.25,7.5,8.25,,,2.2,N1,Ha Tinh
HT1201662,,6.0,7.0,,,,6.5,7.5,7.25,,,2.4,N1,Ha Tinh
HT1208386,,7.0,7.0,5.5,3.75,5.25,,,,,,4.0,N1,Ha Tinh
HT1206732,,4.4,7.0,,,,4.0,6.25,8.25,,,3.4,N1,Ha Tinh
HT1200567,,7.6,7.0,7.75,5.25,4.75,,,,,,6.6,N1,Ha Tinh
HT1203614,,6.8,7.0,5.25,4.75,6.0,,,,,,3.8,N1,Ha Tinh
HT1205239,,2.6,7.0,,,,5.25,6.25,6.0,,,1.6,N1,Ha Tinh
HT1207752,,4.6,7.0,,,,5.25,6.0,7.0,,,4.6,N1,Ha Tinh
HT1204765,,6.0,7.0,2.25,2.0,4.5,,,,,,5.4,N1,Ha Tinh
HT1200785,,6.0,7.0,,,,5.5,5.75,6.75,,,2.6,N1,Ha Tinh
HT1208076,,4.6,7.0,,,,4.5,6.75,8.25,,,1.6,N1,Ha Tinh
HT1205891,,7.0,7.0,,,,5.25,7.25,9.0,,,4.6,N1,Ha Tinh
HT1206753,,3.2,7.0,,,,6.75,7.75,7.25,,,2.6,N1,Ha Tinh
HT1207930,,6.0,7.0,,,,5.5,6.5,8.0,,,3.0,N1,Ha Tinh
HT1206279,,5.2,7.0,,,,4.0,6.25,8.0,,,3.0,N1,Ha Tinh
HT1207929,,7.0,7.0,7.25,5.25,5.5,,,,,,7.6,N1,Ha Tinh
HT1200404,,4.2,7.0,,,,5.25,6.5,7.75,,,3.8,N1,Ha Tinh
HT1201170,,7.2,7.0,,,,7.0,6.5,7.75,,,6.0,N1,Ha Tinh
HT1207755,,7.6,7.0,,,,4.75,6.5,7.5,,,4.4,N1,Ha Tinh
HT1208265,,4.6,7.0,,,,3.5,5.0,6.0,,,2.2,N1,Ha Tinh
HT1201757,,4.8,7.0,,,,4.75,6.75,7.25,,,3.2,N1,Ha Tinh
HT1201758,,7.8,7.0,7.0,6.75,4.25,,,,,,5.2,N1,Ha Tinh
HT1205899,,7.4,7.0,,,,8.5,6.75,,,,,,Ha Tinh
HT1200760,,6.2,7.0,,,,3.0,5.5,6.75,,,2.4,N1,Ha Tinh
HT1203616,,6.2,7.0,,,,3.75,6.0,7.0,,,4.6,N1,Ha Tinh
HT1206277,,7.4,7.0,5.0,6.25,6.0,,,,,,5.0,N1,Ha Tinh
HT1204338,,6.0,7.0,,,,3.5,5.5,7.75,,,5.8,N1,Ha Tinh
HT1203636,,5.4,7.0,,,,5.0,5.0,7.5,,,3.6,N1,Ha Tinh
HT1203084,,4.2,7.0,,,,7.0,8.0,8.25,,,3.2,N1,Ha Tinh
HT1205370,,5.6,7.0,,,,6.25,6.75,9.75,,,4.0,N1,Ha Tinh
HT1201735,,4.8,7.0,,,,5.75,6.0,7.0,,,4.6,N1,Ha Tinh
HT1203066,,5.2,7.0,,,,4.5,5.25,6.5,,,2.2,N1,Ha Tinh
HT1204548,,4.4,7.0,,,,3.75,5.75,7.25,,,3.6,N1,Ha Tinh
HT1200069,,5.0,7.0,,,,5.25,7.25,8.75,,,4.4,N1,Ha Tinh
HT1200991,,3.6,7.0,,,,2.75,6.0,8.5,,,2.2,N1,Ha Tinh
HT1206739,,6.8,7.0,,,,4.25,7.25,6.25,,,6.2,N1,Ha Tinh
HT1206298,,5.2,7.0,,,,4.75,6.25,8.0,,,3.2,N1,Ha Tinh
HT1204771,,8.4,7.0,8.0,4.25,4.25,,,,,,8.8,N1,Ha Tinh
HT1207245,,5.6,7.0,,,,2.0,7.0,7.75,,,3.6,N1,Ha Tinh
HT1205868,,,7.0,,,,8.75,8.5,,,,,,Ha Tinh
HT1205084,,6.6,7.0,,,,3.5,6.0,5.75,,,3.0,N1,Ha Tinh
HT1205869,,4.6,7.0,,,,4.5,5.25,9.0,,,2.6,N1,Ha Tinh
HT1204768,,6.6,7.0,,,,5.5,7.5,9.0,,,5.4,N1,Ha Tinh
HT1202436,,5.2,7.0,,,,4.5,6.0,8.25,,,3.2,N1,Ha Tinh
HT1203077,,5.6,7.0,,,,4.75,7.0,7.75,,,3.8,N1,Ha Tinh
HT1200752,,7.0,7.0,,,,3.75,7.25,7.5,,,2.2,N1,Ha Tinh
HT1200982,,6.6,7.0,,,,5.25,7.75,9.5,,,3.2,N1,Ha Tinh
HT1206293,,6.0,7.0,,,,3.75,6.75,7.25,,,4.4,N1,Ha Tinh
HT1205877,,5.4,7.0,,,,2.25,6.25,6.5,,,3.4,N1,Ha Tinh
HT1205242,,3.4,7.0,,,,3.5,5.75,8.75,,,2.2,N1,Ha Tinh
HT1205241,,5.4,7.0,,,,5.0,7.5,8.75,,,3.6,N1,Ha Tinh
HT1203503,,4.0,7.0,,,,4.5,7.0,8.0,,,3.0,N1,Ha Tinh
HT1200254,,6.0,7.0,,,,7.5,7.75,7.75,,,3.6,N1,Ha Tinh
HT1202050,,5.0,7.0,5.5,3.75,3.25,,,,,,4.0,N1,Ha Tinh
HT1203377,,8.6,7.0,3.5,6.5,7.5,,,,,,4.6,N1,Ha Tinh
HT1207011,,8.2,7.0,5.5,4.75,3.5,,,,,,7.0,N1,Ha Tinh
HT1203376,,5.4,7.0,,,,7.5,7.0,8.75,,,3.2,N1,Ha Tinh
HT1204661,,4.8,7.0,,,,5.0,5.75,8.5,,,2.8,N1,Ha Tinh
HT1202061,,5.6,7.0,,,,5.75,6.5,7.75,,,5.2,N1,Ha Tinh
HT1200862,,5.4,7.0,,,,5.5,8.0,8.25,,,3.0,N1,Ha Tinh
HT1200482,,4.6,7.0,,,,3.5,5.25,9.0,,,3.2,N1,Ha Tinh
HT1200483,,5.6,7.0,,,,5.0,7.5,8.0,,,3.8,N1,Ha Tinh
HT1203369,,5.6,7.0,,,,4.75,7.0,8.0,,,5.4,N1,Ha Tinh
HT1205431,,7.6,7.0,7.0,3.25,3.75,,,,,,6.4,N1,Ha Tinh
HT1207850,,5.8,7.0,,,,5.5,6.5,9.0,,,4.2,N1,Ha Tinh
HT1206884,,4.8,7.0,,,,6.5,8.0,8.0,,,3.8,N1,Ha Tinh
HT1203361,,6.4,7.0,,,,4.75,7.5,7.75,,,3.6,N1,Ha Tinh
HT1200827,,6.4,7.0,,,,9.25,9.25,8.25,,,4.0,N1,Ha Tinh
HT1200488,,8.0,7.0,,,,5.25,7.75,8.5,,,6.8,N1,Ha Tinh
HT1203266,,5.0,7.0,,,,3.75,6.75,7.75,,,2.8,N1,Ha Tinh
HT1206079,,5.6,7.0,,,,3.5,6.5,9.0,,,2.6,N1,Ha Tinh
HT1206999,,4.4,7.0,,,,2.5,5.0,7.5,,,2.2,N1,Ha Tinh
HT1200854,,4.4,7.0,,,,4.75,6.5,7.5,,,2.2,N1,Ha Tinh
HT1202079,,6.2,7.0,,,,6.0,5.75,7.5,,,3.2,N1,Ha Tinh
HT1205159,,5.2,7.0,,,,5.75,7.25,8.25,,,3.8,N1,Ha Tinh
HT1202051,,6.2,7.0,,,,5.25,7.25,8.25,,,2.2,N1,Ha Tinh
HT1202219,,5.8,7.0,,,,6.25,7.25,7.5,,,3.4,N1,Ha Tinh
HT1205401,,6.8,7.0,,,,7.5,7.75,9.25,,,8.6,N1,Ha Tinh
HT1200230,,5.6,7.0,,,,4.75,6.0,5.75,,,4.8,N1,Ha Tinh
HT1206176,,7.4,7.0,6.25,7.5,9.0,,,,,,3.8,N1,Ha Tinh
HT1202015,,4.2,7.0,,,,4.25,6.25,7.25,,,3.2,N1,Ha Tinh
HT1208105,,5.6,7.0,4.25,5.0,3.0,,,,,,4.0,N1,Ha Tinh
HT1202019,,5.8,7.0,,,,5.0,7.0,7.25,,,4.2,N1,Ha Tinh
HT1203408,,5.2,7.0,,,,2.25,4.25,4.0,,,3.0,N1,Ha Tinh
HT1204677,,5.6,7.0,,,,5.5,5.5,7.75,,,2.8,N1,Ha Tinh
HT1202238,,5.8,7.0,,,,4.25,7.0,8.0,,,4.8,N1,Ha Tinh
HT1204671,,5.0,7.0,,,,6.25,6.75,8.75,,,4.0,N1,Ha Tinh
HT1203238,,6.2,7.0,,,,6.25,8.0,7.0,,,3.6,N1,Ha Tinh
HT1203239,,5.4,7.0,,,,5.0,8.25,8.75,,,6.4,N1,Ha Tinh
HT1207837,,5.6,7.0,,,,4.5,7.0,7.0,,,4.8,N1,Ha Tinh
HT1203397,,4.0,7.0,,,,3.25,5.25,6.75,,,2.2,N1,Ha Tinh
HT1203240,,5.2,7.0,,,,4.75,6.5,7.25,,,5.2,N1,Ha Tinh
HT1203396,,1.8,7.0,,,,3.25,4.5,5.25,,,2.8,N1,Ha Tinh
HT1200869,,6.6,7.0,,,,3.75,6.75,9.0,,,7.4,N1,Ha Tinh
HT1200237,,6.0,7.0,,,,7.0,7.5,7.75,,,2.8,N1,Ha Tinh
HT1200868,,5.0,7.0,,,,3.75,6.0,7.0,,,3.2,N1,Ha Tinh
HT1204293,,5.8,7.0,,,,3.25,6.25,7.75,,,2.8,N1,Ha Tinh
HT1202044,,6.4,7.0,6.25,6.5,5.25,,,,,,3.4,N1,Ha Tinh
HT1203384,,6.8,7.0,,,,7.25,8.0,8.5,,,3.6,N1,Ha Tinh
HT1204292,,5.0,7.0,,,,5.5,7.5,7.25,,,2.6,N1,Ha Tinh
HT1202081,,7.4,7.0,5.5,5.75,3.5,,,,,,4.4,N1,Ha Tinh
HT1202082,,6.8,7.0,5.5,5.5,4.75,,,,,,3.6,N1,Ha Tinh
HT1206082,,6.2,7.0,,,,5.25,6.5,6.25,,,2.8,N1,Ha Tinh
HT1203271,,7.0,7.0,,,,6.0,8.25,8.0,,,5.0,N1,Ha Tinh
HT1202124,,4.6,7.0,,,,5.0,6.25,7.75,,,3.6,N1,Ha Tinh
HT1205169,,4.2,7.0,,,,3.5,5.5,6.25,,,4.2,N1,Ha Tinh
HT1206106,,8.4,7.0,7.75,7.25,4.25,,,,,,2.6,N1,Ha Tinh
HT1206953,,6.4,7.0,2.75,6.75,6.0,,,,,,3.0,N1,Ha Tinh
HT1200841,,6.8,7.0,,,,5.25,6.5,7.25,,,4.8,N1,Ha Tinh
HT1208114,,5.6,7.0,,,,6.25,6.75,8.5,,,5.2,N1,Ha Tinh
HT1206919,,6.0,7.0,,,,7.0,7.0,8.5,,,4.4,N1,Ha Tinh
HT1202136,,7.4,7.0,6.25,5.0,7.25,,,,,,4.6,N1,Ha Tinh
HT1203319,,6.8,7.0,,,,4.75,8.25,8.0,,,5.0,N1,Ha Tinh
HT1205412,,5.6,7.0,,,,7.0,7.25,8.25,,,4.4,N1,Ha Tinh
HT1202169,,5.6,7.0,,,,6.25,7.0,8.0,,,5.8,N1,Ha Tinh
HT1200500,,5.8,7.0,,,,5.25,6.75,8.25,,,3.4,N1,Ha Tinh
HT1202143,,6.8,7.0,,,,6.5,8.25,7.75,,,2.8,N1,Ha Tinh
HT1205418,,6.4,7.0,,,,,,,,,4.0,N1,Ha Tinh
HT1206937,,6.2,7.0,7.25,3.5,4.0,,,,,,5.6,N1,Ha Tinh
HT1202168,,4.8,7.0,,,,4.5,5.75,8.0,,,3.0,N1,Ha Tinh
HT1206934,,7.6,7.0,7.5,7.25,5.5,,,,,,3.8,N1,Ha Tinh
HT1206923,,3.8,7.0,,,,4.0,6.5,6.75,,,2.2,N1,Ha Tinh
HT1206924,,6.4,7.0,,,,4.5,6.75,8.25,,,4.6,N1,Ha Tinh
HT1207866,,7.6,7.0,,,,7.25,,,,,,,Ha Tinh
HT1204277,,6.0,7.0,6.0,5.75,6.0,,,,,,4.0,N1,Ha Tinh
HT1202123,,7.4,7.0,,,,5.25,8.0,8.75,,,5.0,N1,Ha Tinh
HT1202121,,8.6,7.0,7.5,5.75,3.5,,,,,,7.6,N1,Ha Tinh
HT1202118,,7.0,7.0,,,,4.75,7.75,7.0,,,3.4,N1,Ha Tinh
HT1200491,,6.8,7.0,,,,8.0,8.25,8.5,,,2.8,N1,Ha Tinh
HT1203355,,6.8,7.0,,,,8.5,9.25,8.75,,,4.0,N1,Ha Tinh
HT1203272,,5.8,7.0,,,,5.25,6.0,7.25,,,7.6,N1,Ha Tinh
HT1208305,,8.2,7.0,,,,5.5,6.25,7.25,,,8.2,N3,Ha Tinh
HT1206083,,6.0,7.0,,,,4.75,8.5,9.75,,,4.4,N1,Ha Tinh
HT1206151,,5.0,7.0,,,,6.75,6.75,6.25,,,2.8,N1,Ha Tinh
HT1208121,,7.2,7.0,5.75,7.75,5.5,,,,,,2.8,N1,Ha Tinh
HT1204622,,6.0,7.0,,,,5.25,5.5,8.25,,,3.8,N1,Ha Tinh
HT1204653,,5.4,7.0,,,,4.0,6.0,8.5,,,5.4,N1,Ha Tinh
HT1202197,,7.8,7.0,5.5,6.5,5.5,,,,,,5.2,N1,Ha Tinh
HT1206983,,5.6,7.0,,,,4.5,6.0,7.75,,,4.4,N1,Ha Tinh
HT1206910,,5.6,7.0,,,,5.0,7.0,9.0,,,3.6,N1,Ha Tinh
HT1200509,,4.6,7.0,,,,5.0,6.5,8.75,,,3.6,N1,Ha Tinh
HT1206902,,5.6,7.0,,,,3.75,6.25,9.0,,,3.6,N1,Ha Tinh
HT1204283,,5.6,7.0,,,,5.25,7.0,8.75,,,4.6,N1,Ha Tinh
HT1206143,,6.4,7.0,,,,4.75,6.25,9.5,,,4.6,N1,Ha Tinh
HT1200224,,6.0,7.0,,,,4.5,6.5,6.25,,,4.4,N1,Ha Tinh
HT1205411,,7.8,7.0,,,,4.5,7.25,7.25,,,7.6,N1,Ha Tinh
HT1206907,,8.8,7.0,8.25,5.75,4.5,,,,,,9.2,N1,Ha Tinh
HT1203286,,3.4,7.0,,,,4.25,8.0,7.75,,,2.2,N1,Ha Tinh
HT1206962,,5.4,7.0,,,,3.25,6.25,9.25,,,3.8,N1,Ha Tinh
HT1204679,,5.8,7.0,,,,3.75,6.25,6.5,,,4.4,N1,Ha Tinh
HT1203414,,7.2,7.0,,,,6.75,8.5,9.25,,,3.4,N1,Ha Tinh
HT1204718,,5.8,7.0,,,,4.0,7.25,6.75,,,1.2,N1,Ha Tinh
HT1207115,,7.4,7.0,3.25,4.5,4.25,,,,,,3.0,N1,Ha Tinh
HT1206809,,7.0,7.0,,,,4.25,4.75,8.0,,,5.6,N1,Ha Tinh
HT1201022,,6.4,7.0,,,,4.25,6.75,9.25,,,5.2,N1,Ha Tinh
HT1203502,,6.2,7.0,,,,5.0,6.75,4.5,,,4.2,N1,Ha Tinh
HT1200928,,5.4,7.0,,,,5.0,8.0,8.5,,,4.8,N1,Ha Tinh
HT1205218,,7.6,7.0,7.5,6.0,6.25,,,,,,4.6,N1,Ha Tinh
HT1202317,,6.0,7.0,,,,4.0,4.75,7.0,,,4.8,N1,Ha Tinh
HT1201904,,6.2,7.0,,,,4.25,5.25,8.5,,,3.4,N1,Ha Tinh
HT1206816,,8.6,7.0,8.5,6.5,5.25,,,,,,8.6,N1,Ha Tinh
HT1200444,,5.2,7.0,,,,3.0,6.0,7.0,,,4.2,N1,Ha Tinh
HT1201909,,5.8,7.0,3.0,4.5,4.25,,,,,,1.6,N1,Ha Tinh
HT1203489,,4.2,7.0,,,,2.25,5.5,7.25,,,2.6,N1,Ha Tinh
HT1204211,,6.6,7.0,,,,4.5,6.0,8.75,,,4.2,N1,Ha Tinh
HT1206217,,8.0,7.0,7.0,6.5,3.5,,,,,,3.6,N1,Ha Tinh
HT1205996,,4.6,7.0,,,,3.0,6.75,5.5,,,3.6,N1,Ha Tinh
HT1201918,,5.0,7.0,,,,3.5,5.5,6.25,,,3.4,N1,Ha Tinh
HT1208284,,7.8,7.0,,,,9.25,7.0,,,,,,Ha Tinh
HT1207099,,7.2,7.0,6.5,6.0,5.0,,,,,,3.4,N1,Ha Tinh
HT1203185,,9.4,7.0,9.0,8.25,5.25,,,,,,4.6,N1,Ha Tinh
HT1202304,,6.2,7.0,,,,4.5,6.0,8.25,,,2.6,N1,Ha Tinh
HT1203477,,3.6,7.0,,,,4.75,5.25,6.0,,,3.0,N1,Ha Tinh
HT1208143,,3.0,7.0,,,,6.0,6.0,8.25,,,3.2,N1,Ha Tinh
HT1204206,,5.8,7.0,,,,2.75,5.75,7.25,,,3.6,N1,Ha Tinh
HT1200932,,6.8,7.0,,,,5.75,7.25,8.5,,,3.8,N1,Ha Tinh
HT1203225,,5.4,7.0,,,,5.5,7.0,7.75,,,4.2,N1,Ha Tinh
HT1204710,,5.2,7.0,,,,4.0,5.25,8.25,,,3.2,N1,Ha Tinh
HT1208152,,6.2,7.0,,,,7.0,7.0,9.0,,,4.2,N1,Ha Tinh
HT1203144,,5.2,7.0,,,,5.5,5.75,9.0,,,3.8,N1,Ha Tinh
HT1205115,,4.0,7.0,,,,4.75,5.75,7.5,,,3.6,N1,Ha Tinh
HT1204574,,6.6,7.0,,,,3.0,5.25,7.0,,,5.8,N1,Ha Tinh
HT1206795,,3.2,7.0,,,,5.0,6.75,8.75,,,1.8,N1,Ha Tinh
HT1206229,,6.0,7.0,,,,6.0,6.5,8.5,,,2.4,N1,Ha Tinh
HT1202339,,6.2,7.0,,,,8.0,6.5,9.0,,,4.4,N1,Ha Tinh
HT1203148,,8.2,7.0,6.0,5.5,5.0,,,,,,4.4,N1,Ha Tinh
HT1201874,,6.2,7.0,,,,3.5,5.75,8.0,,,4.4,N1,Ha Tinh
HT1205475,,5.2,7.0,,,,7.25,8.5,8.25,,,2.8,N1,Ha Tinh
HT1204714,,7.2,7.0,6.25,4.0,4.75,,,,,,5.4,N1,Ha Tinh
HT1208283,,4.4,7.0,,,,2.25,6.0,7.75,,,2.4,N1,Ha Tinh
HT1203515,,5.0,7.0,,,,3.75,5.75,9.0,,,3.6,N1,Ha Tinh
HT1200790,,3.8,7.0,,,,3.25,6.25,7.5,,,2.4,N1,Ha Tinh
HT1201880,,5.4,7.0,,,,5.0,8.25,9.0,,,3.6,N1,Ha Tinh
HT1200438,,5.6,7.0,,,,4.75,6.25,7.25,,,5.0,N1,Ha Tinh
HT1201884,,5.0,7.0,,,,1.5,5.75,7.25,,,2.0,N1,Ha Tinh
HT1201885,,5.6,7.0,,,,7.0,7.25,8.0,,,2.4,N1,Ha Tinh
HT1205467,,5.4,7.0,,,,5.75,6.5,8.0,,,2.0,N1,Ha Tinh
HT1203507,,8.4,7.0,8.0,7.5,4.5,,,,,,5.0,N1,Ha Tinh
HT1206227,,8.2,7.0,8.0,3.0,3.75,,,,,,8.4,N1,Ha Tinh
HT1206818,,8.6,7.0,4.75,8.25,9.0,,,,,,6.0,N1,Ha Tinh
HT1201930,,4.8,7.0,,,,4.5,8.25,8.5,,,5.6,N1,Ha Tinh
HT1203471,,7.8,7.0,8.0,6.0,5.25,,,,,,5.0,N1,Ha Tinh
HT1200249,,5.0,7.0,,,,3.75,6.5,8.0,,,2.2,N1,Ha Tinh
HT1204692,,4.6,7.0,,,,4.25,5.0,7.0,,,4.2,N1,Ha Tinh
HT1208103,,4.2,7.0,,,,7.75,6.75,9.25,,,4.2,N1,Ha Tinh
HT1200803,,5.6,7.0,,,,3.5,6.75,7.25,,,2.6,N1,Ha Tinh
HT1200804,,4.8,7.0,6.0,6.75,2.25,,,,,,3.6,N1,Ha Tinh
HT1207062,,5.8,7.0,,,,5.5,7.0,8.75,,,4.6,N1,Ha Tinh
HT1206183,,8.6,7.0,7.5,7.75,5.75,,,,,,7.6,N1,Ha Tinh
HT1206850,,7.0,7.0,,,,6.0,7.75,9.5,,,3.6,N1,Ha Tinh
HT1201984,,7.2,7.0,6.0,6.25,5.5,,,,,,3.4,N1,Ha Tinh
HT1201986,,4.4,7.0,,,,6.25,7.25,6.25,,,2.8,N1,Ha Tinh
HT1203224,,5.4,7.0,,,,3.0,6.0,7.75,,,3.6,N1,Ha Tinh
HT1205143,,7.8,7.0,5.75,7.0,8.0,,,,,,4.0,N1,Ha Tinh
HT1201991,,9.0,7.0,8.0,8.0,3.75,,,,,,4.6,N1,Ha Tinh
HT1204232,,6.4,7.0,,,,7.25,7.5,8.25,,,4.0,N1,Ha Tinh
HT1207055,,6.8,7.0,,,,5.25,6.5,8.25,,,5.2,N1,Ha Tinh
HT1206022,,4.2,7.0,,,,7.5,8.75,7.0,,,2.0,N1,Ha Tinh
HT1201996,,4.8,7.0,,,,3.25,6.25,6.25,,,4.0,N1,Ha Tinh
HT1207054,,5.8,7.0,,,,4.0,8.0,9.0,,,3.6,N1,Ha Tinh
HT1205196,,6.2,7.0,,,,6.0,7.25,8.5,,,4.8,N1,Ha Tinh
HT1202000,,2.8,7.0,,,,5.75,4.5,7.0,,,2.8,N1,Ha Tinh
HT1208138,,4.8,7.0,,,,2.75,4.75,6.5,,,3.6,N1,Ha Tinh
HT1202004,,4.2,7.0,,,,9.75,9.0,8.5,,,3.8,N1,Ha Tinh
HT1205209,,5.0,7.0,,,,6.5,7.75,8.0,,,2.6,N1,Ha Tinh
HT1200462,,7.6,7.0,2.25,3.5,2.75,4.0,6.5,8.25,,,3.0,N1,Ha Tinh
HT1200461,,6.0,7.0,,,,5.5,6.5,7.75,,,3.8,N1,Ha Tinh
HT1208141,,6.8,7.0,,,,7.75,8.5,9.75,,,5.8,N1,Ha Tinh
HT1203469,,6.6,7.0,,,,4.25,6.0,7.25,,,2.4,N1,Ha Tinh
HT1204584,,8.8,7.0,8.5,5.5,4.75,,,,,,5.0,N1,Ha Tinh
HT1206822,,9.0,7.0,9.0,7.25,4.75,,,,,,5.2,N1,Ha Tinh
HT1201939,,7.0,7.0,6.25,6.25,4.5,,,,,,2.2,N1,Ha Tinh
HT1204587,,6.6,7.0,4.75,6.25,6.25,,,,,,5.6,N1,Ha Tinh
HT1207898,,5.0,7.0,,,,6.5,6.75,9.0,,,3.4,N1,Ha Tinh
HT1206826,,4.0,7.0,,,,4.75,6.75,9.0,,,3.4,N1,Ha Tinh
HT1200212,,5.2,7.0,,,,4.75,6.5,6.75,,,1.8,N1,Ha Tinh
HT1201946,,4.8,7.0,,,,7.5,8.0,8.5,,,3.8,N1,Ha Tinh
HT1207081,,5.8,7.0,,,,7.75,8.5,9.0,,,2.4,N1,Ha Tinh
HT1208374,,4.8,7.0,,,,5.25,7.75,8.75,,,4.2,N1,Ha Tinh
HT1200246,,7.4,7.0,,,,7.5,7.5,8.75,,,5.2,N1,Ha Tinh
HT1203452,,4.4,7.0,,,,6.0,7.0,8.5,,,2.4,N1,Ha Tinh
HT1205456,,6.2,7.0,,,,2.75,6.0,7.75,,,3.4,N1,Ha Tinh
HT1207074,,4.4,7.0,,,,4.75,6.0,5.75,,,2.6,N1,Ha Tinh
HT1203447,,7.6,7.0,,,,8.75,,,,,,,Ha Tinh
HT1202284,,4.6,7.0,,,,4.0,6.0,8.75,,,3.6,N1,Ha Tinh
HT1206193,,4.2,7.0,,,,2.75,7.25,5.5,,,5.0,N1,Ha Tinh
HT1203205,,7.4,7.0,6.5,3.75,6.75,,,,,,3.8,N1,Ha Tinh
HT1200092,,5.4,7.0,,,,5.5,8.0,9.25,,,3.0,N1,Ha Tinh
HT1203713,,6.0,7.0,,,,8.0,7.75,8.5,,,3.8,N1,Ha Tinh
HT1200574,,6.0,7.0,,,,6.25,8.5,8.5,,,2.2,N1,Ha Tinh
HT1202650,,7.6,7.0,,,,4.5,6.5,7.5,,,7.8,N1,Ha Tinh
HT1201377,,5.2,7.0,,,,8.0,6.5,8.75,,,4.2,N1,Ha Tinh
HT1204397,,8.0,7.0,,,,5.25,6.5,6.25,,,4.8,N1,Ha Tinh
HT1202672,,3.6,7.0,,,,4.0,5.0,6.0,,,3.2,N1,Ha Tinh
HT1207505,,6.4,7.0,6.0,6.75,6.0,,,,,,5.0,N1,Ha Tinh
HT1202671,,5.8,7.0,,,,4.25,5.5,7.5,,,4.4,N1,Ha Tinh
HT1201367,,5.4,7.0,,,,9.0,8.25,8.25,,,3.2,N1,Ha Tinh
HT1204094,,6.6,7.0,,,,4.75,6.75,9.5,,,4.0,N1,Ha Tinh
HT1204095,,4.2,7.0,,,,8.25,8.25,6.75,,,3.8,N1,Ha Tinh
HT1201373,,6.6,7.0,,,,3.25,6.75,7.5,,,3.2,N1,Ha Tinh
HT1207501,,7.8,7.0,7.5,6.75,4.5,,,,,,5.4,N1,Ha Tinh
