Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1202305,,5.4,7.25,,,,5.25,6.0,5.5,,,2.8,N1,Ha Tinh
HT1202306,,7.8,6.0,6.75,6.75,3.75,,,,,,5.0,N1,Ha Tinh
HT1202307,,5.6,6.5,,,,6.5,8.25,9.0,,,3.8,N1,Ha Tinh
HT1202308,,7.2,6.75,5.25,4.0,5.25,,,,,,3.0,N1,Ha Tinh
HT1202309,,7.8,6.25,5.5,6.0,4.0,,,,,,4.2,N1,Ha Tinh
HT1202310,,4.8,5.5,2.25,5.5,5.25,,,,,,2.0,N1,Ha Tinh
HT1202311,,6.8,6.5,,,,,,,,,5.8,N1,Ha Tinh
HT1202312,,6.2,6.0,,,,6.0,6.75,7.0,,,4.0,N1,Ha Tinh
HT1202313,,4.6,6.75,,,,2.5,4.25,6.0,,,,,Ha Tinh
HT1202314,,5.0,6.5,,,,8.25,8.25,9.0,,,2.2,N1,Ha Tinh
HT1202315,,5.2,5.5,,,,2.25,5.5,7.5,,,3.0,N1,Ha Tinh
HT1202316,,7.4,6.25,6.75,6.5,4.5,,,,,,5.0,N1,Ha Tinh
HT1202317,,6.0,7.0,,,,4.0,4.75,7.0,,,4.8,N1,Ha Tinh
HT1202318,,8.4,5.0,7.75,7.25,3.75,,,,,,4.8,N1,Ha Tinh
HT1202319,,4.6,4.5,,,,7.5,6.5,8.0,,,2.0,N1,Ha Tinh
HT1202320,,4.2,7.5,,,,4.0,5.25,7.0,,,3.2,N1,Ha Tinh
HT1202321,,4.2,4.75,,,,3.0,5.75,8.25,,,2.4,N1,Ha Tinh
HT1202322,,5.4,6.5,,,,3.75,6.25,7.75,,,3.4,N1,Ha Tinh
HT1202323,,3.2,4.25,,,,3.5,5.75,,,,,,Ha Tinh
HT1202324,,3.6,6.0,,,,2.75,6.25,8.0,,,2.0,N1,Ha Tinh
HT1202325,,7.4,4.75,,,,6.5,8.25,8.5,,,4.6,N1,Ha Tinh
HT1202326,,9.6,5.0,9.25,9.25,6.0,,,,,,4.6,N1,Ha Tinh
HT1202327,,7.4,5.5,6.25,6.75,5.0,,,,,,4.4,N1,Ha Tinh
HT1202328,,4.4,4.25,,,,4.0,3.75,5.75,,,3.0,N1,Ha Tinh
HT1202329,,8.0,,7.25,7.5,2.5,,,,,,,,Ha Tinh
HT1202330,,5.4,6.75,,,,4.25,6.0,8.0,,,2.6,N1,Ha Tinh
HT1202331,,5.2,6.0,,,,4.5,6.5,9.0,,,5.0,N1,Ha Tinh
HT1202332,,4.4,4.5,,,,2.75,4.25,5.5,,,3.4,N1,Ha Tinh
HT1202333,,5.0,6.25,6.5,2.75,3.75,,,,,,2.6,N1,Ha Tinh
HT1202334,,5.8,4.5,,,,2.75,8.25,8.75,,,1.6,N1,Ha Tinh
HT1202335,,8.6,6.75,,,,,,,,,6.2,N1,Ha Tinh
HT1202336,,5.2,5.0,,,,4.25,7.5,8.75,,,3.8,N1,Ha Tinh
HT1202337,,4.6,5.5,,,,4.5,6.0,7.75,,,3.6,N1,Ha Tinh
HT1202338,,7.6,6.5,5.75,5.25,3.25,,,,,,3.0,N1,Ha Tinh
HT1202339,,6.2,7.0,,,,8.0,6.5,9.0,,,4.4,N1,Ha Tinh
HT1202340,,4.8,6.5,,,,2.25,5.0,4.25,,,2.8,N1,Ha Tinh
HT1202341,,2.4,3.75,,,,1.75,5.25,7.5,,,2.8,N1,Ha Tinh
HT1202342,,5.2,6.0,6.25,4.0,4.75,,,,,,2.6,N1,Ha Tinh
HT1202343,,,7.75,,,,8.5,8.5,,,,,,Ha Tinh
HT1202344,,4.8,6.25,,,,4.75,6.75,8.75,,,2.6,N1,Ha Tinh
HT1202345,,2.6,5.0,,,,3.0,7.0,,,,,,Ha Tinh
HT1202346,,5.2,4.75,,,,4.5,7.25,8.5,,,2.8,N1,Ha Tinh
HT1202347,,8.8,7.25,7.75,5.25,5.25,,,,,,7.6,N1,Ha Tinh
HT1202348,,5.8,6.75,,,,3.5,6.75,8.5,,,3.0,N1,Ha Tinh
HT1202349,,5.2,8.5,,,,4.5,6.5,8.0,,,4.4,N1,Ha Tinh
HT1202350,,4.4,,,3.5,3.5,,,,,,,,Ha Tinh
HT1202351,,5.2,,,6.0,7.0,,,,,,,,Ha Tinh
HT1202352,,7.0,,5.0,4.75,,,,,,,,,Ha Tinh
HT1202353,,6.2,6.5,,,,5.5,7.0,8.0,,,3.0,N1,Ha Tinh
HT1202354,,4.2,7.25,,,,4.25,6.75,5.5,,,2.0,N1,Ha Tinh
HT1202355,,5.2,6.0,,,,3.0,5.0,6.5,,,2.8,N1,Ha Tinh
HT1202356,,7.4,5.75,,,,6.5,7.75,9.5,,,3.8,N1,Ha Tinh
HT1202357,,7.0,6.25,7.0,7.25,3.75,,,,,,3.8,N1,Ha Tinh
HT1202358,,5.2,5.0,,,,6.5,6.25,8.5,,,3.0,N1,Ha Tinh
HT1202359,,4.8,4.75,,,,3.0,4.5,7.75,,,2.8,N1,Ha Tinh
HT1202360,,4.4,6.75,,,,5.25,7.5,6.75,,,4.8,N1,Ha Tinh
HT1202361,,8.2,7.75,,,,5.25,7.5,9.25,,,9.2,N1,Ha Tinh
HT1202362,,4.8,6.0,,,,3.5,5.75,8.75,,,2.4,N1,Ha Tinh
HT1202363,,7.4,8.5,,,,5.0,6.5,7.25,,,9.6,N3,Ha Tinh
HT1202364,,7.2,7.25,,,,4.5,7.0,8.0,,,4.6,N1,Ha Tinh
HT1202365,,4.2,5.75,,,,4.75,7.25,7.0,,,3.4,N1,Ha Tinh
HT1202366,,4.8,6.25,,,,4.5,7.0,7.25,,,3.4,N1,Ha Tinh
HT1202367,,7.0,6.0,4.5,4.75,4.25,,,,,,4.0,N1,Ha Tinh
HT1202368,,3.4,5.0,,,,4.5,5.0,6.0,,,3.0,N1,Ha Tinh
HT1202369,,4.4,2.25,,,,1.75,6.25,,,,,,Ha Tinh
HT1202370,,3.8,6.5,,,,4.25,6.5,7.0,,,3.2,N1,Ha Tinh
HT1202371,,7.8,7.75,,,,7.25,9.0,9.25,,,9.4,N1,Ha Tinh
HT1202372,,8.8,6.25,6.0,6.75,4.25,,,,,,2.6,N1,Ha Tinh
HT1202373,,6.0,6.25,,,,2.75,5.5,6.5,,,2.0,N1,Ha Tinh
HT1202374,,8.4,6.5,8.25,6.5,6.25,,,,,,3.2,N1,Ha Tinh
HT1202375,,6.0,7.0,,,,4.75,6.25,7.5,,,4.2,N1,Ha Tinh
HT1202376,,9.4,6.5,8.25,8.25,4.25,,,,,,4.0,N1,Ha Tinh
HT1202377,,5.8,4.75,,,,4.75,7.0,9.0,,,2.2,N1,Ha Tinh
HT1202378,,9.0,5.25,8.25,8.0,4.5,,,,,,3.2,N1,Ha Tinh
HT1202379,,5.6,6.0,,,,4.75,7.5,8.0,,,3.0,N1,Ha Tinh
HT1202380,,4.4,6.0,,,,7.0,7.25,8.5,,,3.4,N1,Ha Tinh
HT1202381,,8.4,7.75,,,,5.5,7.0,7.25,,,8.0,N1,Ha Tinh
HT1202382,,5.6,5.5,,,,5.25,5.25,5.75,,,1.8,N1,Ha Tinh
HT1202383,,8.6,5.25,6.5,8.25,4.5,,,,,,3.4,N1,Ha Tinh
HT1202384,,6.8,7.25,,,,6.5,8.75,8.75,,,3.0,N1,Ha Tinh
HT1202385,,5.8,4.75,,,,3.75,6.5,9.25,,,2.8,N1,Ha Tinh
HT1202386,,7.8,7.0,,,,5.5,6.25,6.75,,,4.6,N1,Ha Tinh
HT1202387,,9.2,7.25,5.75,8.75,8.25,,,,,,5.0,N1,Ha Tinh
HT1202388,,7.4,6.75,6.5,6.5,5.75,,,,,,3.2,N1,Ha Tinh
HT1202389,,5.4,7.0,,,,4.25,6.0,8.25,,,4.8,N1,Ha Tinh
HT1202390,,4.6,6.25,,,,4.75,6.25,7.25,,,4.2,N1,Ha Tinh
HT1202391,,6.0,5.25,3.0,3.25,4.25,3.25,7.0,8.25,,,2.8,N1,Ha Tinh
HT1202392,,5.2,6.5,,,,5.0,6.75,8.25,,,3.6,N1,Ha Tinh
HT1202393,,4.2,5.75,4.25,3.75,3.25,,,,,,4.6,N1,Ha Tinh
HT1202394,,6.0,7.25,,,,5.5,6.5,8.5,,,2.8,N1,Ha Tinh
HT1202395,,5.8,7.25,,,,4.25,6.0,7.0,,,2.6,N1,Ha Tinh
HT1202396,,8.0,5.25,,,,4.25,7.25,7.0,,,2.8,N1,Ha Tinh
HT1202397,,5.6,6.5,,,,5.75,6.0,7.25,,,4.8,N1,Ha Tinh
HT1202398,,3.2,5.5,,,,3.5,5.0,4.5,,,2.0,N1,Ha Tinh
HT1202399,,3.4,5.0,,,,4.25,6.5,6.0,,,3.0,N1,Ha Tinh
HT1202400,,2.8,5.0,,,,2.5,2.5,6.25,,,3.0,N1,Ha Tinh
HT1202401,,4.4,3.75,,,,3.0,3.75,,,,,,Ha Tinh
HT1202402,,5.2,4.75,,,,3.75,6.25,7.0,,,2.4,N1,Ha Tinh
HT1202403,,4.6,5.25,,,,3.75,6.25,6.0,,,3.0,N1,Ha Tinh
HT1202404,,4.2,6.5,,,,2.0,4.75,7.0,,,3.6,N1,Ha Tinh
HT1202405,,6.8,7.0,4.75,5.5,3.75,,,,,,4.4,N1,Ha Tinh
HT1202406,,4.2,6.0,,,,3.25,6.5,8.5,,,2.6,N1,Ha Tinh
HT1202407,,4.2,4.25,,,,3.75,5.0,7.75,,,2.2,N1,Ha Tinh
HT1202408,,6.8,6.5,6.5,6.5,6.0,,,,,,4.6,N1,Ha Tinh
HT1202409,,7.6,6.25,5.25,5.25,4.25,,,,,,4.4,N1,Ha Tinh
HT1202410,,7.0,5.0,7.5,7.0,5.0,,,,,,3.6,N1,Ha Tinh
HT1202411,,6.6,7.25,,,,5.75,6.0,8.0,,,5.4,N1,Ha Tinh
HT1202412,,5.2,7.0,,,,2.75,5.25,7.75,,,2.4,N1,Ha Tinh
HT1202413,,6.2,6.25,,,,4.25,7.25,8.0,,,3.6,N1,Ha Tinh
HT1202414,,3.0,4.25,4.0,2.25,4.0,3.5,4.75,6.5,,,3.2,N1,Ha Tinh
HT1202415,,4.2,4.5,,,,5.0,5.75,6.75,,,2.2,N1,Ha Tinh
HT1202416,,7.8,6.25,6.25,6.75,5.75,,,,,,5.2,N1,Ha Tinh
HT1202417,,2.6,4.25,,,,5.5,5.75,7.5,,,2.6,N1,Ha Tinh
HT1202418,,5.4,6.5,,,,4.75,6.5,7.25,,,2.4,N1,Ha Tinh
HT1202419,,7.4,6.0,5.5,5.0,3.75,,,,,,3.6,N1,Ha Tinh
HT1202420,,5.2,7.75,,,,9.0,9.25,8.75,,,2.8,N1,Ha Tinh
HT1202421,,7.8,5.25,6.25,8.0,3.5,,,,,,3.2,N1,Ha Tinh
HT1202422,,6.2,7.25,,,,5.25,6.25,8.75,,,3.4,N1,Ha Tinh
HT1202423,,7.8,5.5,7.25,8.0,5.75,,,,,,4.0,N1,Ha Tinh
HT1202424,,4.2,6.0,,,,3.25,5.75,6.5,,,3.2,N1,Ha Tinh
HT1202425,,6.8,6.75,,,,3.25,5.75,7.5,,,6.4,N1,Ha Tinh
HT1202426,,5.8,5.0,,,,4.0,7.25,7.5,,,6.4,N1,Ha Tinh
HT1202427,,3.2,6.0,,,,4.0,6.0,6.0,,,2.8,N1,Ha Tinh
HT1202428,,7.8,7.5,,,,3.5,5.5,6.75,,,5.6,N1,Ha Tinh
HT1202429,,4.6,6.5,,,,3.75,6.25,8.75,,,3.6,N1,Ha Tinh
HT1202430,,5.0,4.0,,,,2.25,5.5,7.5,,,2.4,N1,Ha Tinh
HT1202431,,4.6,7.75,,,,9.75,9.5,7.25,,,7.0,N1,Ha Tinh
HT1202432,,8.2,6.5,6.25,5.5,5.75,,,,,,4.2,N1,Ha Tinh
HT1202433,,4.8,4.75,,,,4.75,5.0,,,,,,Ha Tinh
HT1202434,,6.6,5.75,5.5,4.0,2.5,,,,,,3.0,N1,Ha Tinh
HT1202435,,4.8,7.75,,,,3.5,4.5,7.25,,,4.2,N1,Ha Tinh
HT1202436,,5.2,7.0,,,,4.5,6.0,8.25,,,3.2,N1,Ha Tinh
HT1202437,,4.8,8.25,,,,6.5,7.25,8.25,,,5.8,N1,Ha Tinh
HT1202438,,6.0,,,5.0,5.0,,,,,,,,Ha Tinh
HT1202439,,3.0,4.5,,,,2.0,5.0,6.25,,,1.8,N1,Ha Tinh
HT1202440,,5.4,5.5,,,,3.25,5.0,7.0,,,2.0,N1,Ha Tinh
HT1202441,,6.4,,6.75,6.5,,,,,,,,,Ha Tinh
HT1202442,,6.6,6.0,,,,3.5,6.25,9.5,,,4.2,N1,Ha Tinh
HT1202443,,3.6,2.5,,,,3.0,3.5,,,,,,Ha Tinh
HT1202444,,3.8,4.5,,,,2.5,5.0,6.75,,,2.2,N1,Ha Tinh
HT1202445,,4.6,4.25,,,,4.75,6.25,7.25,,,2.0,N1,Ha Tinh
HT1202446,,5.4,5.75,,,,4.25,7.25,7.75,,,2.2,N1,Ha Tinh
HT1202447,,6.0,4.25,,,,5.0,7.25,9.5,,,3.4,N1,Ha Tinh
HT1202448,,5.2,6.0,,,,5.5,6.25,7.75,,,5.8,N1,Ha Tinh
HT1202449,,7.4,5.25,,,,5.75,7.0,7.25,,,3.4,N1,Ha Tinh
HT1202450,,5.6,7.5,,,,5.5,7.5,8.75,,,3.0,N1,Ha Tinh
HT1202451,,3.6,6.5,,,,3.25,6.0,6.25,,,3.0,N1,Ha Tinh
HT1202452,,7.8,5.25,7.5,7.25,4.75,,,,,,2.8,N1,Ha Tinh
HT1202453,,4.8,6.5,,,,5.5,6.75,7.5,,,3.4,N1,Ha Tinh
HT1202454,,2.4,4.0,,,,2.0,5.5,,,,,,Ha Tinh
HT1202455,,5.0,6.0,,,,3.0,4.75,7.75,,,3.2,N1,Ha Tinh
HT1202456,,6.2,6.5,,,,3.75,7.25,7.0,,,4.6,N1,Ha Tinh
HT1202457,,8.8,5.25,4.75,6.25,9.25,,,,,,5.2,N1,Ha Tinh
HT1202458,,6.4,7.75,,,,6.5,7.0,8.75,,,4.2,N1,Ha Tinh
HT1202459,,5.0,6.25,,,,4.75,6.0,5.75,,,2.2,N1,Ha Tinh
HT1202460,,7.0,6.0,,,,7.0,8.0,8.25,,,5.2,N1,Ha Tinh
HT1202461,,8.0,5.75,8.0,6.25,5.25,,,,,,3.0,N1,Ha Tinh
HT1202462,,6.6,7.5,,,,3.25,6.75,7.5,,,4.0,N1,Ha Tinh
HT1202463,,4.6,6.5,,,,6.75,7.25,7.5,,,3.0,N1,Ha Tinh
HT1202464,,5.6,6.25,,,,4.5,4.5,,,,,,Ha Tinh
HT1202465,,7.0,6.0,,,,4.25,6.25,8.5,,,2.6,N1,Ha Tinh
HT1202466,,2.6,1.75,,,,3.75,4.0,4.5,,,3.0,N1,Ha Tinh
HT1202467,,8.0,5.25,7.5,7.0,4.5,,,,,,4.6,N1,Ha Tinh
HT1202468,,7.0,6.5,,,,4.25,6.25,6.75,,,6.0,N1,Ha Tinh
HT1202469,,7.8,7.75,6.75,4.75,4.25,,,,,,6.4,N1,Ha Tinh
HT1202470,,7.0,7.25,6.0,3.5,3.75,,,,,,5.6,N1,Ha Tinh
HT1202471,,6.4,7.25,,,,3.0,5.25,5.75,,,3.6,N1,Ha Tinh
HT1202472,,8.4,8.75,,,,6.0,4.5,7.25,,,9.4,N1,Ha Tinh
HT1202473,,7.4,,6.25,7.25,,,,,,,,,Ha Tinh
HT1202474,,4.6,5.75,,,,2.75,7.25,7.0,,,4.4,N1,Ha Tinh
HT1202475,,4.6,6.0,,,,4.5,5.0,7.25,,,2.4,N1,Ha Tinh
HT1202476,,3.8,4.75,,,,3.75,5.0,,,,,,Ha Tinh
HT1202477,,7.6,6.25,,,,5.5,7.25,6.75,,,3.2,N1,Ha Tinh
HT1202478,,6.6,8.0,,,,6.5,6.75,8.75,,,5.6,N1,Ha Tinh
HT1202479,,7.8,5.25,8.25,6.75,5.0,,,,,,4.6,N1,Ha Tinh
HT1202480,,7.8,7.5,5.5,7.0,5.25,,,,,,4.0,N1,Ha Tinh
HT1202481,,7.8,6.25,7.5,7.0,5.5,,,,,,4.8,N1,Ha Tinh
HT1202482,,3.6,6.0,,,,4.0,4.75,5.75,,,1.6,N1,Ha Tinh
HT1202483,,8.6,5.75,7.75,8.0,4.5,,,,,,3.0,N1,Ha Tinh
HT1202484,,6.2,5.5,,,,3.5,6.25,5.5,,,3.4,N1,Ha Tinh
HT1202485,,3.4,6.5,,,,4.75,6.75,7.0,,,2.2,N1,Ha Tinh
HT1202486,,6.2,3.75,,,,3.75,4.75,5.0,,,2.2,N1,Ha Tinh
HT1202487,,3.8,4.0,,,,2.5,6.0,,,,,,Ha Tinh
HT1202488,,6.0,6.0,7.0,4.75,5.25,,,,,,6.0,N1,Ha Tinh
HT1202489,,4.8,7.75,,,,4.75,8.25,9.0,,,3.8,N1,Ha Tinh
HT1202490,,4.8,6.5,,,,5.75,6.0,7.75,,,1.4,N1,Ha Tinh
HT1202491,,8.2,5.25,5.5,7.25,6.5,,,,,,4.2,N1,Ha Tinh
HT1202492,,7.0,6.5,5.25,8.0,5.5,,,,,,5.8,N1,Ha Tinh
HT1202493,,6.0,7.25,,,,4.0,6.0,8.75,,,3.6,N1,Ha Tinh
HT1202494,,4.4,6.75,,,,4.0,6.0,7.25,,,3.0,N1,Ha Tinh
HT1202495,,5.2,7.0,,,,5.0,5.5,8.25,,,3.4,N1,Ha Tinh
HT1202496,,7.0,7.25,,,,4.5,6.25,8.25,,,3.6,N1,Ha Tinh
HT1202497,,5.6,7.0,,,,2.25,6.0,6.25,,,2.0,N1,Ha Tinh
HT1202498,,6.0,6.0,,,,5.5,7.0,8.25,,,4.6,N1,Ha Tinh
HT1202499,,6.2,6.0,,,,3.75,6.5,6.5,,,3.6,N1,Ha Tinh
HT1202500,,3.8,5.25,,,,4.0,5.5,7.0,,,4.6,N1,Ha Tinh
HT1202501,,8.6,6.5,4.75,7.25,4.0,,,,,,2.2,N1,Ha Tinh
HT1202502,,4.0,6.0,,,,4.25,5.75,7.25,,,2.2,N1,Ha Tinh
HT1202503,,4.8,4.5,,,,4.25,5.0,6.0,,,2.6,N1,Ha Tinh
HT1202504,,3.8,4.0,,,,3.5,5.0,5.75,,,4.2,N1,Ha Tinh
HT1202505,,7.4,5.5,6.75,6.5,4.5,,,,,,4.4,N1,Ha Tinh
HT1202506,,5.2,6.0,,,,4.0,6.25,7.0,,,5.2,N1,Ha Tinh
HT1202507,,4.2,6.0,,,,5.25,6.75,6.5,,,2.2,N1,Ha Tinh
HT1202508,,4.6,6.5,,,,4.25,6.25,9.0,,,3.0,N1,Ha Tinh
HT1202509,,6.0,5.5,3.25,4.25,3.25,,,,,,3.4,N1,Ha Tinh
HT1202510,,6.2,7.25,,,,5.75,8.5,9.25,,,2.6,N1,Ha Tinh
HT1202511,,6.4,7.0,3.75,4.0,3.75,7.0,7.75,7.0,,,3.2,N1,Ha Tinh
HT1202512,,4.6,5.75,,,,5.0,6.75,6.5,,,3.0,N1,Ha Tinh
HT1202513,,6.0,5.5,,,,5.25,7.0,7.5,,,1.6,N1,Ha Tinh
HT1202514,,3.4,6.75,,,,3.25,6.75,9.5,,,3.8,N1,Ha Tinh
HT1202515,,3.8,4.75,,,,3.0,5.5,7.5,,,2.8,N1,Ha Tinh
HT1202516,,7.6,6.0,7.5,6.25,3.25,,,,,,4.6,N1,Ha Tinh
HT1202517,,6.0,6.5,,,,5.25,7.0,8.0,,,3.8,N1,Ha Tinh
HT1202518,,4.8,7.0,,,,2.75,5.75,8.0,,,2.6,N1,Ha Tinh
HT1202519,,4.0,5.0,,,,2.25,5.5,5.75,,,2.4,N1,Ha Tinh
HT1202520,,7.4,6.5,6.75,7.0,4.0,,,,,,3.6,N1,Ha Tinh
HT1202521,,7.6,5.75,5.75,4.25,3.5,,,,,,8.2,N1,Ha Tinh
HT1202522,,5.2,6.75,,,,,,,,,2.6,N1,Ha Tinh
HT1202523,,4.2,4.75,,,,5.75,6.5,9.0,,,1.6,N1,Ha Tinh
HT1202524,,6.6,5.5,3.75,4.75,5.0,,,,,,3.4,N1,Ha Tinh
HT1202525,,5.2,6.5,,,,3.5,5.75,7.75,,,2.6,N1,Ha Tinh
HT1202526,,6.8,5.5,6.75,5.5,4.25,,,,,,3.8,N1,Ha Tinh
HT1202527,,4.6,6.5,,,,5.25,6.0,9.0,,,5.0,N1,Ha Tinh
HT1202528,,8.8,7.25,8.5,4.5,4.75,,,,,,8.8,N1,Ha Tinh
HT1202529,,7.8,7.25,5.75,6.75,5.0,,,,,,4.6,N1,Ha Tinh
HT1202530,,3.8,4.5,,,,4.75,5.25,7.75,,,2.4,N1,Ha Tinh
HT1202531,,6.4,7.5,4.25,4.75,6.5,,,,,,3.6,N1,Ha Tinh
HT1202532,,7.6,5.5,5.0,7.25,1.75,,,,,,3.4,N1,Ha Tinh
HT1202533,,3.8,4.5,,,,3.5,5.75,6.75,,,2.2,N1,Ha Tinh
HT1202534,,4.4,6.75,2.25,3.5,3.0,3.0,5.5,7.0,,,3.0,N1,Ha Tinh
HT1202535,,5.0,6.0,,,,4.0,5.75,7.0,,,3.6,N1,Ha Tinh
HT1202536,,6.4,6.25,,,,4.75,6.25,8.75,,,4.8,N1,Ha Tinh
HT1202537,,5.8,5.0,,,,4.5,6.25,7.25,,,3.0,N1,Ha Tinh
HT1202538,,6.8,6.75,,,,7.75,6.5,9.75,,,3.2,N1,Ha Tinh
HT1202539,,4.6,7.25,,,,7.75,7.75,7.0,,,3.8,N1,Ha Tinh
HT1202540,,6.6,6.25,6.75,5.75,4.0,,,,,,7.0,N1,Ha Tinh
HT1202541,,7.0,6.25,6.0,5.5,4.75,,,,,,3.4,N1,Ha Tinh
HT1202542,,8.2,5.5,7.25,5.75,4.0,,,,,,2.4,N1,Ha Tinh
HT1202543,,4.8,5.0,,,,3.0,6.5,7.5,,,4.2,N1,Ha Tinh
HT1202544,,7.8,8.0,,,,4.25,5.25,6.5,,,7.8,N1,Ha Tinh
HT1202545,,5.4,6.75,,,,5.75,7.75,9.5,,,5.6,N1,Ha Tinh
HT1202546,,2.4,6.0,,,,2.0,5.75,8.0,,,2.0,N1,Ha Tinh
HT1202547,,7.6,,,6.5,9.25,,,,,,,,Ha Tinh
HT1202548,,7.0,6.25,5.25,6.25,7.25,,,,,,4.4,N1,Ha Tinh
HT1202549,,5.4,6.5,,,,7.25,7.0,7.75,,,6.2,N1,Ha Tinh
HT1202550,,2.6,5.0,,,,4.0,5.25,6.5,,,2.6,N1,Ha Tinh
HT1202551,,7.2,6.75,7.75,6.25,6.0,,,,,,4.4,N1,Ha Tinh
HT1202552,,4.0,5.75,,,,3.0,4.25,5.75,,,2.6,N1,Ha Tinh
HT1202553,,5.2,6.5,,,,5.25,7.0,8.75,,,3.4,N1,Ha Tinh
HT1202554,,6.6,6.25,,,,4.0,5.5,5.75,,,8.2,N1,Ha Tinh
HT1202555,,5.6,7.5,,,,5.0,7.0,8.5,,,3.2,N1,Ha Tinh
HT1202556,,3.4,6.0,,,,4.0,6.5,7.25,,,2.6,N1,Ha Tinh
HT1202557,,6.6,5.75,,,,5.75,6.5,8.5,,,2.4,N1,Ha Tinh
HT1202558,,7.8,6.25,6.75,5.5,4.5,,,,,,4.0,N1,Ha Tinh
HT1202559,,3.2,4.5,,,,2.75,7.5,,,,,,Ha Tinh
HT1202560,,5.8,5.5,,,,4.25,5.75,6.25,,,3.4,N1,Ha Tinh
HT1202561,,4.2,5.5,,,,4.75,5.5,6.5,,,2.2,N1,Ha Tinh
HT1202562,,8.0,7.5,,,,4.5,6.5,8.25,,,8.6,N1,Ha Tinh
HT1202563,,6.8,6.0,,,,9.25,8.5,8.25,,,2.8,N1,Ha Tinh
HT1202564,,4.4,7.5,,,,5.75,6.5,7.5,,,5.4,N1,Ha Tinh
HT1202565,,7.8,6.0,5.5,3.5,3.0,,,,,,2.8,N1,Ha Tinh
HT1202566,,7.6,7.0,,,,7.5,7.5,9.75,,,2.8,N1,Ha Tinh
HT1202567,,3.6,4.75,,,,3.5,4.5,7.5,,,3.4,N1,Ha Tinh
HT1202568,,7.0,6.75,,,,7.25,5.5,9.25,,,4.4,N1,Ha Tinh
HT1202569,,5.6,5.0,,,,5.25,6.5,7.25,,,2.4,N1,Ha Tinh
HT1202570,,5.0,6.5,,,,2.5,5.25,8.25,,,3.0,N1,Ha Tinh
HT1202571,,8.8,4.25,7.75,8.5,7.0,,,,,,3.0,N1,Ha Tinh
HT1202572,,6.8,8.0,,,,7.0,7.5,8.0,,,5.2,N1,Ha Tinh
HT1202573,,3.4,3.0,,,,4.0,4.0,4.75,,,3.2,N1,Ha Tinh
HT1202574,,6.0,5.5,,,,3.75,5.75,8.0,,,3.0,N1,Ha Tinh
HT1202575,,7.0,5.5,,,,4.5,6.75,6.75,,,2.6,N1,Ha Tinh
HT1202576,,4.0,5.0,,,,3.75,5.0,8.0,,,3.4,N1,Ha Tinh
HT1202577,,5.2,6.25,,,,5.25,6.0,7.5,,,4.0,N1,Ha Tinh
HT1202578,,7.0,7.0,,,,4.25,7.75,8.5,,,2.8,N1,Ha Tinh
HT1202579,,4.0,5.5,,,,4.0,5.75,,,,,,Ha Tinh
HT1202580,,7.4,5.25,4.0,5.5,4.25,,,,,,6.0,N1,Ha Tinh
HT1202581,,6.6,7.5,,,,7.75,9.0,8.25,,,3.2,N1,Ha Tinh
HT1202582,,6.8,6.25,5.5,2.25,4.5,,,,,,3.6,N1,Ha Tinh
HT1202583,,7.0,8.5,,,,9.25,9.0,9.0,,,6.6,N1,Ha Tinh
HT1202584,,4.0,7.75,,,,4.5,5.5,6.25,,,3.6,N1,Ha Tinh
HT1202585,,8.8,6.0,7.5,7.25,3.5,,,,,,5.0,N1,Ha Tinh
HT1202586,,7.0,5.25,,,,6.0,8.75,9.5,,,3.4,N1,Ha Tinh
HT1202587,,5.2,6.0,,,,4.0,4.0,6.0,,,1.8,N1,Ha Tinh
HT1202588,,7.2,7.5,,,,9.0,8.5,,,,,,Ha Tinh
HT1202589,,4.6,5.0,,,,2.5,5.0,4.75,,,3.8,N1,Ha Tinh
HT1202590,,5.6,6.25,,,,5.5,7.0,7.25,,,3.8,N1,Ha Tinh
HT1202591,,3.6,5.5,,,,3.0,4.75,,,,,,Ha Tinh
HT1202592,,2.4,4.0,,,,5.0,6.5,,,,,,Ha Tinh
HT1202593,,5.8,3.75,,,,2.75,6.0,7.5,,,3.8,N1,Ha Tinh
HT1202594,,4.8,4.0,,,,2.75,4.5,5.25,,,3.4,N1,Ha Tinh
HT1202595,,2.2,4.5,,,,3.25,5.75,,,,,,Ha Tinh
HT1202596,,4.4,6.0,,,,4.75,6.75,6.5,,,3.2,N1,Ha Tinh
HT1202597,,4.0,5.5,,,,4.5,4.75,8.25,,,2.8,N1,Ha Tinh
HT1202598,,4.0,5.58,,,,3.0,6.25,6.5,,,2.4,N1,Ha Tinh
HT1202599,,5.4,6.0,,,,4.5,7.5,7.5,,,5.4,N1,Ha Tinh
HT1202600,,5.6,6.25,,,,4.75,7.25,8.75,,,2.4,N1,Ha Tinh
HT1202601,,8.8,,6.0,6.5,,,,,,,,,Ha Tinh
HT1202602,,4.4,6.25,,,,3.5,4.0,4.5,,,3.4,N1,Ha Tinh
HT1202603,,5.4,6.0,,,,6.5,6.25,8.5,,,3.0,N1,Ha Tinh
HT1202604,,4.4,,3.5,3.25,4.75,,,,,,3.8,N1,Ha Tinh
